path,score,label,detector,mode
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00012.jpg,-6.962260723114014,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00017.jpg,-8.770066261291504,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00032.jpg,-6.799628257751465,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00047.jpg,-1.852548599243164,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00048.jpg,-10.619352340698242,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00061.jpg,-5.143555641174316,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00072.jpg,-6.490646839141846,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00073.jpg,-7.381748676300049,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00080.jpg,-6.955107688903809,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00096.jpg,-7.268871307373047,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00101.jpg,-8.26632022857666,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00104.jpg,-7.248632431030273,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00107.jpg,-7.805061817169189,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00113.jpg,-7.640810012817383,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00115.jpg,-7.78082275390625,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00123.jpg,-7.272680759429932,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00133.jpg,-4.803439140319824,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00135.jpg,-6.712071418762207,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00137.jpg,-7.694403648376465,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00144.jpg,-6.123770713806152,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00147.jpg,-5.75921630859375,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00156.jpg,-5.67751407623291,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00157.jpg,-4.979079246520996,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00158.jpg,-3.332272291183472,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00162.jpg,-9.657654762268066,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00166.jpg,-8.52684211730957,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00172.jpg,-5.2652459144592285,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00174.jpg,-5.077749729156494,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00178.jpg,-7.685219287872314,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00190.jpg,-9.356945037841797,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00203.jpg,-5.886430263519287,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00204.jpg,-4.954434394836426,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00206.jpg,-1.1281108856201172,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00224.jpg,-3.8812081813812256,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00225.jpg,-4.497825622558594,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00241.jpg,-5.934557914733887,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00249.jpg,-8.860398292541504,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00250.jpg,-9.06300449371338,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00252.jpg,-6.517274856567383,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00261.jpg,-4.3342695236206055,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00267.jpg,-4.283257007598877,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00269.jpg,-9.555317878723145,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00276.jpg,-3.881971597671509,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00279.jpg,-9.851405143737791,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00284.jpg,-5.934810638427734,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00285.jpg,-6.504623889923096,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00307.jpg,-8.299723625183105,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00330.jpg,-7.432736873626709,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00345.jpg,-5.700156211853027,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00350.jpg,-5.362310409545898,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00351.jpg,-7.357789039611816,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00353.jpg,-9.446802139282228,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00354.jpg,-3.892780542373657,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00356.jpg,-6.157290458679199,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00358.jpg,-6.221355438232422,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00363.jpg,-7.504158973693848,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00368.jpg,-7.046209335327148,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00374.jpg,-10.118699073791504,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00378.jpg,-4.433619499206543,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00382.jpg,-5.479901313781738,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00387.jpg,-6.516024589538574,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00388.jpg,-6.6089935302734375,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00390.jpg,-8.675101280212402,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00407.jpg,-8.777506828308105,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00429.jpg,-8.1090726852417,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00434.jpg,-9.60196304321289,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00437.jpg,-4.1923136711120605,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00444.jpg,-7.910337924957275,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00445.jpg,-4.614303588867188,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00446.jpg,-4.631433963775635,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00450.jpg,-6.380997180938721,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00470.jpg,-7.269229412078857,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00485.jpg,-6.558761119842529,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00501.jpg,-7.922482490539551,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00510.jpg,-9.2319917678833,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00515.jpg,-7.746762275695801,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00521.jpg,-7.205734252929688,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00524.jpg,-7.479358673095703,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00527.jpg,-6.524162769317627,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00529.jpg,-7.838968276977539,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00534.jpg,-6.968000411987305,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00555.jpg,-9.932644844055176,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00556.jpg,-7.803444862365723,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00558.jpg,-5.9532470703125,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00559.jpg,-5.945779800415039,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00563.jpg,-6.582632064819336,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00564.jpg,-4.910366058349609,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00569.jpg,-6.293528079986572,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00573.jpg,-4.7129621505737305,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00574.jpg,-7.638698577880859,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00591.jpg,-5.969666481018066,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00593.jpg,-6.172690391540527,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00596.jpg,-8.758026123046875,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00597.jpg,-7.313356399536133,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00602.jpg,-5.636997222900391,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00606.jpg,-6.339412689208984,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00608.jpg,-6.85604190826416,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00615.jpg,-8.749662399291992,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00617.jpg,-6.892679214477539,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00618.jpg,-4.192022800445557,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00628.jpg,-5.8753156661987305,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00635.jpg,-5.082093715667725,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00636.jpg,-8.15952205657959,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00644.jpg,-5.609591007232666,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00646.jpg,-8.600687980651855,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00658.jpg,-7.209343910217285,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00667.jpg,-8.779626846313477,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00670.jpg,-6.459323883056641,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00678.jpg,-4.3331379890441895,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00688.jpg,-9.032988548278809,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00692.jpg,-8.113266944885254,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00696.jpg,-6.320982933044434,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00698.jpg,-9.968334197998049,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00711.jpg,-2.6521387100219727,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00721.jpg,-6.933215618133545,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00729.jpg,-5.1713714599609375,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00730.jpg,-6.36045503616333,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00735.jpg,-8.88089370727539,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00737.jpg,-5.744720935821533,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00748.jpg,-3.894340038299561,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00749.jpg,-6.35825252532959,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00757.jpg,-4.21427583694458,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00760.jpg,-7.6900634765625,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00762.jpg,-5.775699138641357,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00766.jpg,-8.597169876098633,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00772.jpg,-8.872822761535645,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00778.jpg,-4.479685783386231,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00791.jpg,-9.331684112548828,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00796.jpg,-9.277981758117676,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00797.jpg,-7.578688621520996,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00803.jpg,-4.615306854248047,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00808.jpg,-5.400131702423096,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00814.jpg,-6.171420097351074,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00828.jpg,-8.207171440124512,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00830.jpg,-3.83750319480896,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00836.jpg,-7.279277801513672,0.0,CLIP-D,txt2img
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Real/FORLAB/images/00848.jpg,-2.4643683433532715,0.0,CLIP-D,txt2img
