path,CLIP-D,NPR,R50_nodown,label,quant,generator,mode,norm_CLIP-D,prob_CLIP-D,norm_NPR,prob_NPR,norm_R50_nodown,prob_R50_nodown,ensemble_simple,ensemble_weighted
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/FLUX.1/images/flux_fp16_seed123.png,6.43508243560791,-6.068230628967285,1.0761539936065674,1.0,fp16,FLUX.1,txt2img,1.5606884318636773,0.8264521162777988,0.7012461285369926,0.6684639969786657,1.2593031733777285,0.7789061296344577,0.7579407476303075,0.7640309736723656
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/FLUX.1/images/flux_fp16_seed125.png,4.978724956512451,-3.483422040939331,2.370871067047119,1.0,fp16,FLUX.1,txt2img,1.2828385263918896,0.7829325690151483,1.0085997588229738,0.732746030390139,1.4591499569130275,0.811402628481944,0.7756937426290772,0.7783774794923124
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/FLUX.1/images/flux_fp4_seed123.png,5.525607585906982,-7.157636642456055,-0.5420323014259338,1.0,fp4,FLUX.1,txt2img,1.3871750571287043,0.800140874132119,0.5717073709469739,0.6391570486721857,1.0095271158458845,0.7329275948515453,0.7240751725519501,0.7299582590072722
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/FLUX.1/images/flux_fp4_seed125.png,4.006389617919922,-4.250682830810547,0.2420891523361206,1.0,fp4,FLUX.1,txt2img,1.097332367503887,0.7497599379993719,0.9173665471123443,0.7145052177922397,1.130560624749067,0.7559423455663445,0.7400691671193188,0.7417168791709555
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/FLUX.1/images/flux_fp8_seed123.png,6.371859550476074,-2.633219242095948,1.0059014558792114,1.0,fp8,FLUX.1,txt2img,1.548626508256539,0.8247152684217833,1.1096954136092267,0.7520723227605569,1.2484593033245628,0.7770330452645605,0.7846068788156336,0.7869632587291591
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/FLUX.1/images/flux_fp8_seed124.png,4.824403762817383,-0.0519147254526615,1.2730474472045898,1.0,fp8,FLUX.1,txt2img,1.253396490562129,0.7778872561494613,1.4166323828450058,0.8048099373659688,1.2896947733711985,0.7840955219232073,0.7889309051462124,0.7878605106078906
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00101_sd15_fp16_seed124.png,2.410512685775757,-9.972838401794434,-2.1024258136749268,1.0,fp16,StableDiffusion1.5,img2img,0.7928643635243513,0.688446033833901,0.23695821979985832,0.558963914752822,0.7686716958708979,0.6832334848589166,0.6435478111485465,0.6491194785544858
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00101_sd15_fp4_seed124.png,3.3054206371307373,-10.453080177307127,-4.300829887390137,1.0,fp4,StableDiffusion1.5,img2img,0.963598605123034,0.7238417270012424,0.179853777404213,0.5448426309958603,0.42933579611684536,0.6057150515291216,0.6247998031754081,0.6305952610722284
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00101_sd15_fp8_seed124.png,3.0739028453826904,-12.515737533569336,-4.262053489685059,1.0,fp8,StableDiffusion1.5,img2img,0.9194286829194653,0.7149256816074957,-0.06541205365949054,0.4836528149446468,0.43532114883784756,0.6071435912082533,0.6019073625867986,0.6101662038839712
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00104_sd15_fp4_seed125.png,2.2672441005706787,-10.044321060180664,-4.633902072906494,1.0,fp4,StableDiffusion1.5,img2img,0.7655309900719542,0.6825533652294883,0.22845838168447094,0.5568674688960099,0.37792425121180107,0.5933723601729772,0.6109310647661584,0.6148931693871419
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00166_sd15_fp16_seed127.png,2.610053539276123,-12.438600540161133,-3.534613132476806,1.0,fp16,StableDiffusion1.5,img2img,0.830933593145963,0.6965522969904608,-0.05623987160192279,0.48594373681092445,0.5476056151386725,0.6335798972142237,0.6053586436718696,0.613484356395753
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00166_sd15_fp8_seed127.png,4.906060218811035,-8.8631010055542,-3.3027708530426025,1.0,fp8,StableDiffusion1.5,img2img,1.2689752470863096,0.7805672766456827,0.3689145352416808,0.591196665863368,0.5833917608402145,0.6418474764740417,0.6712038063276976,0.6770986965264867
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00276_sd15_fp4_seed128.png,4.224337577819824,-12.580038070678713,1.227952241897583,1.0,fp4,StableDiffusion1.5,img2img,1.1389133810429315,0.7574800785980917,-0.07305788229122816,0.4817436489080288,1.2827340775417069,0.7829148174960753,0.6740461816673986,0.686539339474973
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00276_sd15_fp8_seed128.png,4.0101318359375,-12.943232536315918,2.644953727722168,1.0,fp8,StableDiffusion1.5,img2img,1.0980463233405302,0.7498938664869398,-0.11624449890586037,0.47097155583766026,1.5014561404664342,0.8177915539556411,0.679552325426747,0.6929147992713414
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00307_sd15_fp16_seed129.png,2.040847063064575,-12.179923057556152,-2.9472873210906982,1.0,fp16,StableDiffusion1.5,img2img,0.7223380265495412,0.6731216585308022,-0.02548112849029566,0.49363006253397795,0.638262621754692,0.6543606183571291,0.6070374464739697,0.6145627278633446
/content/Image-Deepfake-Detectors-Public-Library/demo_images/PreSocial/Fake/StableDiffusion1.5/images/00307_sd15_fp4_seed129.png,4.0723161697387695,-10.514531135559082,-1.8698363304138184,1.0,fp4,StableDiffusion1.5,img2img,1.1099101078278664,0.7521123523801894,0.172546785625104,0.5430299905266247,0.8045731766402437,0.690951877102648,0.6620314066698207,0.670121540730522
